file	env	algo	atomgraph	time	clashes	eval
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	None	False	0	5	-4.905229970796278
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	swarm_optimize	False	17.753400087356567	0	-4.912252436992774
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	swarm_optimize	False	18.97361922264099	4	-4.894705635505424
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	swarm_optimize	False	18.581745147705078	1	-4.906063789696247
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	swarm_optimize	False	19.535605907440186	1	-4.8923565414679855
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	swarm_optimize	False	22.30333685874939	2	-4.906713475528616
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	swarm_optimize	False	21.497852087020874	4	-4.899904366443175
/Users/noahhk/GIT/biobuild/_tutorials copy/ext8_opt.pdb	DistanceRotatron	swarm_optimize	False	21.6082181930542	1	-4.903002716541964
