file	env	algo	atomgraph	time	clashes	eval
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	None	False	0	0	-4.691556070786526
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	genetic_optimize	False	NaN	NaN	NaN
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	swarm_optimize	False	3.723568916320801	1	-4.768810631204687
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	swarm_optimize	False	3.7180731296539307	1	-4.748586376340822
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	swarm_optimize	False	3.6904802322387695	1	-4.779796241873037
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	swarm_optimize	False	3.7957630157470703	0	-4.771969686914762
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	swarm_optimize	False	3.773535966873169	1	-4.767043311432775
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	swarm_optimize	False	4.027414083480835	1	-4.767036399564229
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	swarm_optimize	False	4.113223314285278	0	-4.8005584223992415
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	swarm_optimize	False	3.7889981269836426	2	-4.786214017063159
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	swarm_optimize	False	4.013782978057861	1	-4.776055808207096
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	swarm_optimize	False	3.8483221530914307	1	-4.767342034294426
/Users/noahhk/GIT/biobuild/_tutorials copy/EX7.json	DistanceRotatron	anneal_optimize	False	19.86381196975708	0	-4.74275619078853
